Year,Chart,Artist,Song,Genre Combined,Genre 1,Genre 2,Genre 3,Word count,Unique Word Count,Cluster k3,Cluster k4,Cluster k5
1959,22,Dave Baby Cortez,The Happy Organ,hammond organ jazz organ,hammond organ, jazz organ,,1,1,0,2,4
1959,23,Lloyd Price,I'm Gonna Get Married,adult standards doo-wop louisiana blues,adult standards, doo-wop, louisiana blues,278,77,0,2,1
1959,24,The Impalas,Sorry (I Ran All the Way Home),doo-wop rhythm and blues,doo-wop, rhythm and blues,,181,41,0,2,4
1959,25,Dion and the Belmonts,A Teenager in Love,adult standards brill building pop doo-wop,adult standards, brill building pop, doo-wop,257,75,0,2,1
1959,26,The Crests,16 Candles,doo-wop rhythm and blues rock-and-roll,doo-wop, rhythm and blues, rock-and-roll,151,52,0,2,4
1959,27,Brook Benton,It's Just a Matter of Time,rhythm and blues soul southern soul,rhythm and blues, soul, southern soul,116,67,0,2,4
1959,28,Connie Francis,Lipstick on Your Collar,adult standards brill building pop lounge,adult standards, brill building pop, lounge,155,85,0,2,4
1959,29,The Drifters,There Goes My Baby,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,235,64,0,2,4
1959,30,Elvis Presley,A Big Hunk o' Love,rock-and-roll rockabilly,rock-and-roll, rockabilly,,266,80,0,2,1
1959,31,Johnny and the Hurricanes,Red River Rock,merseybeat rock-and-roll rockabilly,merseybeat, rock-and-roll, rockabilly,1,1,0,2,4
1959,32,Stonewall Jackson,Waterloo,classic country pop honky tonk,classic country pop, honky tonk,,193,73,0,2,4
1959,33,Sammy Turner,Lavender Blue,motown,motown,,,109,39,0,2,4
1959,34,Elvis Presley,(Now and Then There's) A Fool Such as I,rock-and-roll rockabilly,rock-and-roll, rockabilly,,205,52,0,2,4
1959,35,The Virtues,Guitar Boogie Shuffle,,,,,190,89,0,2,4
1959,36,Sandy Nelson,Teen Beat,rock-and-roll space age pop surf music,rock-and-roll, space age pop, surf music,1,1,0,2,4
1959,37,Edd Byrnes & Connie Stevens,"Kookie, Kookie (Lend Me Your Comb)",,,,,276,121,0,0,1
1959,38,Thomas Wayne,Tragedy,,,,,113,45,0,2,4
1959,39,Connie Francis,My Happiness,adult standards brill building pop lounge,adult standards, brill building pop, lounge,108,65,0,2,4
1959,40,Freddy Cannon,Tallahassee Lassie,bubblegum pop doo-wop merseybeat,bubblegum pop, doo-wop, merseybeat,181,55,0,2,4
1959,41,Fabian,Tiger,bass trap danish electronic electronic trap,bass trap, danish electronic, electronic trap,327,103,0,0,1
1959,42,Ricky Nelson,Never Be Anyone Else But You,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,205,72,0,2,4
1959,43,Della Reese,Don't You Know?,adult standards ballroom lounge,adult standards, ballroom, lounge,84,48,0,2,4
1959,44,Elvis Presley,I Need Your Love Tonight,rock-and-roll rockabilly,rock-and-roll, rockabilly,,247,65,0,2,4
1959,45,Dinah Washington,What a Diff'rence a Day Makes,adult standards jazz blues lounge,adult standards, jazz blues, lounge,102,66,0,2,4
1959,46,Bill Parsons,The All American Boy,,,,,342,166,2,0,1
1959,47,Jerry Wallace,Primrose Lane,deep adult standards,deep adult standards,,,126,42,0,2,4
1959,48,The Chipmunks,Alvin's Harmonica,cartoon,cartoon,,,354,131,2,0,1
1959,49,Andy Williams,Lonely Street,adult standards easy listening lounge,adult standards, easy listening, lounge,141,55,0,2,4
1959,50,Ray Charles,What'd I Say,adult standards classic soul jazz blues,adult standards, classic soul, jazz blues,553,88,2,3,2
1959,51,Sarah Vaughan,Broken Hearted Melody,adult standards jazz lounge,adult standards, jazz, lounge,167,79,0,2,4
1959,52,Franck Pourcel,Only You (And You Alone),easy listening lounge,easy listening, lounge,,125,42,0,2,4
1959,53,Billy Grammer,Gotta Travel On,deep adult standards,deep adult standards,,,288,63,0,0,1
1959,54,The Coasters,Poison Ivy,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,283,84,0,0,1
1959,55,Fabian,Turn Me Loose,bass trap danish electronic electronic trap,bass trap, danish electronic, electronic trap,250,73,0,2,1
1959,56,Jackie Wilson,Lonely Teardrops,adult standards chicago soul classic soul,adult standards, chicago soul, classic soul,199,57,0,2,4
1959,57,Andy Williams,Hawaiian Wedding Song,adult standards easy listening lounge,adult standards, easy listening, lounge,98,56,0,2,4
1959,58,Duane Eddy,Forty Miles of Bad Road,adult standards rhythm and blues rock-and-roll,adult standards, rhythm and blues, rock-and-roll,1,1,0,2,4
1959,59,Frankie Avalon,Just Ask Your Heart,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,158,38,0,2,4
1959,60,Travis and Bob,Tell Him No,deep adult standards,deep adult standards,,,188,51,0,2,4
1959,61,Connie Francis,Frankie,adult standards brill building pop lounge,adult standards, brill building pop, lounge,143,65,0,2,4
1959,62,The Bell Notes,I've Had It,,,,,119,44,0,2,4
1959,63,LaVern Baker,I Cried a Tear,classic soul jump blues rhythm and blues,classic soul, jump blues, rhythm and blues,114,51,0,2,4
1959,64,The Platters,Enchanted,adult standards doo-wop easy listening,adult standards, doo-wop, easy listening,162,63,0,2,4
1959,65,The Skyliners,Since I Don't Have You,doo-wop rhythm and blues,doo-wop, rhythm and blues,,129,42,0,2,4
1959,66,Ray Anthony,Peter Gunn Theme,easy listening exotica lounge,easy listening, exotica, lounge,1,1,0,2,4
1959,67,The Chipmunks,The Chipmunk Song (Christmas Don't Be Late),cartoon,cartoon,,,249,94,0,2,1
1959,68,Fats Domino,I Want to Walk You Home,adult standards louisiana blues lounge,adult standards, louisiana blues, lounge,203,58,0,2,4
1959,69,The Fiestas,So Fine,doo-wop,doo-wop,,,169,34,0,2,4
1959,70,Frankie Avalon,Bobby Sox to Stockings,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,180,61,0,2,4
1959,71,Wink Martindale,The Deck of Cards,deep adult standards,deep adult standards,,,582,224,2,3,3
1959,72,Clyde McPhatter,A Lover's Question,doo-wop rhythm and blues rock-and-roll,doo-wop, rhythm and blues, rock-and-roll,199,59,0,2,4
1959,73,The Flamingos,I Only Have Eyes for You,doo-wop rhythm and blues,doo-wop, rhythm and blues,,179,66,0,2,4
1959,74,Ricky Nelson,It's Late,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,357,88,2,0,1
1959,75,Chris Barber's Jazz Band,Petite Fleur,,,,,1,1,0,2,4
1959,76,Annette Funicello,Tall Paul,brill building pop,brill building pop,,,147,45,0,2,4
1959,77,The Kingston Trio,The Tijuana Jail,american folk revival folk folk rock,american folk revival, folk, folk rock,255,95,0,2,1
1959,78,Ricky Nelson,Just a Little Too Much,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,228,92,0,2,4
1959,79,Jack Scott,Goodbye Baby,canadian rockabilly deep adult standards rock-and-roll,canadian rockabilly, deep adult standards, rock-and-roll,176,36,0,2,4
1959,80,The Coasters,Along Came Jones,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,345,117,2,0,1
1959,81,Tommy Dee & Carol Kay,Three Stars,adult standards big band jazz trombone,adult standards, big band, jazz trombone,295,150,0,0,1
1959,82,Frankie Avalon,A Boy Without a Girl,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,141,42,0,2,4
1959,83,Ricky Nelson,Sweeter Than You,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,114,45,0,2,4
1959,84,Skip & Flip,It Was I,,,,,192,95,0,2,4
1959,85,Kathy Linden,"Goodbye Jimmy, Goodbye",deep adult standards,deep adult standards,,,119,76,0,2,4
1959,86,Reg Owen Orchestra,Manhattan Spiritual,,,,,1,1,0,2,4
1959,87,Brook Benton,Endlessly,rhythm and blues soul southern soul,rhythm and blues, soul, southern soul,121,67,0,2,4
1959,88,Guy Mitchell,Heartaches by the Number,adult standards deep adult standards rock-and-roll,adult standards, deep adult standards, rock-and-roll,232,68,0,2,4
1959,89,Frankie Ford,Sea Cruise,doo-wop rhythm and blues rock-and-roll,doo-wop, rhythm and blues, rock-and-roll,296,77,0,0,1
1959,90,Jackie Wilson,That's Why (I Love You So),adult standards chicago soul classic soul,adult standards, chicago soul, classic soul,336,90,0,0,1
1959,91,The Falcons,You're So Fine,rhythm and blues,rhythm and blues,,,3,3,0,2,4
1959,92,Bobby Rydell,Kissin' Time,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,217,102,0,2,4
1959,93,Elvis Presley,My Wish Came True,rock-and-roll rockabilly,rock-and-roll, rockabilly,,132,56,0,2,4
1959,94,Ivo Robic,Morgen,croatian pop vintage schlager yu-mex,croatian pop, vintage schlager, yu-mex,130,42,0,2,4
1959,95,Jan and Dean,Baby Talk,bubblegum pop merseybeat rock-and-roll,bubblegum pop, merseybeat, rock-and-roll,293,80,0,0,1
1959,96,The Everly Brothers,Take a Message to Mary,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,221,98,0,2,4
1959,97,Mormon Tabernacle Choir,The Battle Hymn of the Republic,american choir lds,american choir, lds,,277,124,0,0,1
1959,98,Preston Epps,Bongo Rock,,,,,1,1,0,2,4
1959,99,Ernie Fields,In the Mood,deep adult standards,deep adult standards,,,222,100,0,2,4
1959,100,Paul Evans,Seven Little Girls Sitting in the Back Seat,novelty,novelty,,,188,82,0,2,4
1960,1,Percy Faith,Theme from A Summer Place,adult standards easy listening lounge,adult standards, easy listening, lounge,117,59,0,2,4
1960,2,Jim Reeves,He'll Have to Go,adult standards nashville sound,adult standards, nashville sound,,172,73,0,2,4
1960,3,The Everly Brothers,Cathy's Clown,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,183,68,0,2,4
1960,4,Johnny Preston,Running Bear,deep adult standards rhythm and blues rock-and-roll,deep adult standards, rhythm and blues, rock-and-roll,235,93,0,2,4
1960,5,Mark Dinning,Teen Angel,doo-wop,doo-wop,,,118,74,0,2,4
1960,6,Brenda Lee,I'm Sorry,adult standards,adult standards,,,132,46,0,2,4
1960,7,Elvis Presley,It's Now or Never,rock-and-roll rockabilly,rock-and-roll, rockabilly,,211,81,0,2,4
1960,8,Jimmy Jones,Handy Man,doo-wop merseybeat rhythm and blues,doo-wop, merseybeat, rhythm and blues,190,64,0,2,4
1960,9,Elvis Presley,Stuck on You,rock-and-roll rockabilly,rock-and-roll, rockabilly,,275,85,0,2,1
1960,10,Chubby Checker,The Twist,adult standards bubblegum pop rock-and-roll,adult standards, bubblegum pop, rock-and-roll,175,58,0,2,4
1960,11,Connie Francis,Everybody's Somebody's Fool,adult standards brill building pop lounge,adult standards, brill building pop, lounge,199,88,0,2,4
1960,12,Bobby Rydell,Wild One,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,229,56,0,2,4
1960,13,The Brothers Four,Greenfields,adult standards american folk revival easy listening,adult standards, american folk revival, easy listening,180,98,0,2,4
1960,14,Jack Scott,What in the World's Come Over You,canadian rockabilly deep adult standards rock-and-roll,canadian rockabilly, deep adult standards, rock-and-roll,210,73,0,2,4
1960,15,Marty Robbins,El Paso,cowboy western nashville sound,cowboy western, nashville sound,,494,230,2,3,2
1960,16,The Hollywood Argyles,Alley Oop,doo-wop novelty,doo-wop, novelty,,380,116,2,0,1
1960,17,Connie Francis,My Heart Has a Mind of Its Own,adult standards brill building pop lounge,adult standards, brill building pop, lounge,174,81,0,2,4
1960,18,Brenda Lee,Sweet Nothin's,adult standards,adult standards,,,143,70,0,2,4
1960,19,Brian Hyland,Itsy Bitsy Teenie Weenie Yellow Polka Dot Bikini,adult standards bubblegum pop merseybeat,adult standards, bubblegum pop, merseybeat,311,81,0,0,1
1960,20,Roy Orbison,Only the Lonely,adult standards bubblegum pop classic rock,adult standards, bubblegum pop, classic rock,185,60,0,2,4
1960,21,Dion and the Belmonts,Where or When,adult standards brill building pop doo-wop,adult standards, brill building pop, doo-wop,91,54,0,2,4
1960,22,Connie Stevens,Sixteen Reasons,deep adult standards,deep adult standards,,,135,76,0,2,4
1960,23,Paul Anka,Puppy Love,adult standards canadian pop easy listening,adult standards, canadian pop, easy listening,180,78,0,2,4
1960,24,Frankie Avalon,Why,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,172,53,0,2,4
1960,25,The Ventures,"Walk, Don't Run",rock-and-roll rockabilly surf music,rock-and-roll, rockabilly, surf music,1,1,0,2,4
1960,26,The Drifters,Save the Last Dance for Me,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,279,99,0,0,1
1960,27,Dinah Washington & Brook Benton,Baby (You've Got What It Takes),adult standards jazz blues lounge,adult standards, jazz blues, lounge,337,100,0,0,1
1960,28,Johnny Horton,Sink the Bismarck,cowboy western,cowboy western,,,469,150,2,3,2
1960,29,Sam Cooke,Chain Gang,adult standards classic soul rock-and-roll,adult standards, classic soul, rock-and-roll,282,82,0,0,1
1960,30,The Everly Brothers,Let It Be Me,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,125,54,0,2,4
1960,31,Jimmy Jones,Good Timin',doo-wop merseybeat rhythm and blues,doo-wop, merseybeat, rhythm and blues,286,78,0,0,1
1960,32,Bobby Darin,Beyond the Sea,adult standards easy listening lounge,adult standards, easy listening, lounge,162,72,0,2,4
1960,33,Jimmy Clanton,"Go, Jimmy, Go",adult standards doo-wop rhythm and blues,adult standards, doo-wop, rhythm and blues,205,63,0,2,4
1960,34,Jackie Wilson,Night,adult standards chicago soul classic soul,adult standards, chicago soul, classic soul,82,36,0,2,4
1960,35,Jack Scott,Burning Bridges,canadian rockabilly deep adult standards rock-and-roll,canadian rockabilly, deep adult standards, rock-and-roll,114,59,0,2,4
1960,36,Toni Fisher,The Big Hurt,deep adult standards,deep adult standards,,,116,59,0,2,4
1960,37,Duane Eddy,Because They're Young,adult standards rhythm and blues rock-and-roll,adult standards, rhythm and blues, rock-and-roll,179,64,0,2,4
1960,38,Conway Twitty,Lonely Blue Boy,arkansas country country country rock,arkansas country, country, country rock,133,62,0,2,4
1960,39,Steve Lawrence,Pretty Blue Eyes,adult standards deep adult standards easy listening,adult standards, deep adult standards, easy listening,142,55,0,2,4
1960,40,Freddy Cannon,Way Down Yonder in New Orleans,bubblegum pop doo-wop merseybeat,bubblegum pop, doo-wop, merseybeat,189,62,0,2,4
1960,41,Anita Bryant,Paper Roses,deep adult standards,deep adult standards,,,125,62,0,2,4
1960,42,Larry Verne,Mr. Custer,novelty,novelty,,,318,150,0,0,1
1960,43,Brenda Lee,I Want to Be Wanted,adult standards,adult standards,,,193,66,0,2,4
1960,44,The Fendermen,Mule Skinner Blues,,,,,144,53,0,2,4
1960,45,Johnny Preston,Cradle of Love,deep adult standards rhythm and blues rock-and-roll,deep adult standards, rhythm and blues, rock-and-roll,212,62,0,2,4
1960,46,Marv Johnson,You Got What It Takes,motown rhythm and blues,motown, rhythm and blues,,353,75,2,0,1
1960,47,Hank Locklin,"Please Help Me, I'm Falling",nashville sound,nashville sound,,,131,56,0,2,4
1960,48,Ron Holden,Love You So,,,,,137,71,0,2,4
1960,49,Hank Ballard & The Midnighters,Finger Poppin' Time,doo-wop rhythm and blues,doo-wop, rhythm and blues,,129,27,0,2,4
1960,50,The Platters,Harbor Lights,adult standards doo-wop easy listening,adult standards, doo-wop, easy listening,140,61,0,2,4
1960,51,Billy Bland,Let the Little Girl Dance,,,,,220,43,0,2,4
1960,52,Jeanne Black,He'll Have to Stay,deep adult standards,deep adult standards,,,176,88,0,2,4
1960,53,Ferrante & Teicher,Theme from The Apartment,adult standards easy listening exotica,adult standards, easy listening, exotica,257,138,0,2,1
1960,54,Bobby Rydell,Volare,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,255,113,0,2,1
1960,55,Jimmy Charles,A Million to One,,,,,136,59,0,2,4
1960,56,Andy Williams,The Village of St. Bernadette,adult standards easy listening lounge,adult standards, easy listening, lounge,149,60,0,2,4
1960,57,Bill Black's Combo,White Silver Sands,,,,,1,1,0,2,4
1960,58,The Browns,The Old Lamp Lighter,deep adult standards nashville sound vocal harmony group,deep adult standards, nashville sound, vocal harmony group,189,96,0,2,4
1960,59,Bobby Vee,Devil or Angel,adult standards brill building pop bubblegum pop,adult standards, brill building pop, bubblegum pop,181,57,0,2,4
1960,60,The Four Preps,Down by the Station,deep adult standards doo-wop vocal harmony group,deep adult standards, doo-wop, vocal harmony group,284,111,0,0,1
1960,61,The Little Dippers,Forever,,,,,24,10,0,2,4
1960,62,The Safaris & The Phantom's Band,Image of a Girl,brill building pop classic soul northern soul,brill building pop, classic soul, northern soul,139,76,0,2,4
1960,63,Brook Benton,Kiddio,rhythm and blues soul southern soul,rhythm and blues, soul, southern soul,237,79,0,2,4
1960,64,Donnie Brooks,Mission Bell,,,,,197,83,0,2,4
1960,65,Marv Johnson,I Love the Way You Love,motown rhythm and blues,motown, rhythm and blues,,309,69,0,0,1
1960,66,Paul Anka,It's Time to Cry,adult standards canadian pop easy listening,adult standards, canadian pop, easy listening,122,52,0,2,4
1960,67,Ray Peterson,Tell Laura I Love Her,adult standards merseybeat rock-and-roll,adult standards, merseybeat, rock-and-roll,222,115,0,2,4
1960,68,Connie Francis,Mama,adult standards brill building pop lounge,adult standards, brill building pop, lounge,93,59,0,2,4
1960,69,Steve Lawrence,Footsteps,adult standards deep adult standards easy listening,adult standards, deep adult standards, easy listening,127,51,0,2,4
1960,70,The Everly Brothers,So Sad,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,128,54,0,2,4
1960,71,Brenda Lee,That's All You Gotta Do,adult standards,adult standards,,,284,73,0,0,1
1960,72,Fats Domino,Walking to New Orleans,adult standards louisiana blues lounge,adult standards, louisiana blues, lounge,175,68,0,2,4
1960,73,Connie Francis,Among My Souvenirs,adult standards brill building pop lounge,adult standards, brill building pop, lounge,97,58,0,2,4
1960,74,Bobby Rydell,Swingin' School,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,210,83,0,2,4
1960,75,Dinah Washington & Brook Benton,A Rockin' Good Way (To Mess Around and Fall in Love),adult standards jazz blues lounge,adult standards, jazz blues, lounge,531,114,2,3,2
1960,76,Neil Sedaka,Stairway to Heaven,adult standards brill building pop bubblegum pop,adult standards, brill building pop, bubblegum pop,160,60,0,2,4
1960,77,Paul Anka,My Home Town,adult standards canadian pop easy listening,adult standards, canadian pop, easy listening,183,87,0,2,4
1960,78,Ray Charles,Georgia on My Mind,adult standards classic soul jazz blues,adult standards, classic soul, jazz blues,165,48,0,2,4
1960,79,Skip and Flip,Cherry Pie,,,,,218,41,0,2,4
1960,80,Sam Cooke,Wonderful World,adult standards classic soul rock-and-roll,adult standards, classic soul, rock-and-roll,246,63,0,2,4
1960,81,Spencer Ross,Tracy's Theme,,,,,1,1,0,2,4
1960,82,Lloyd Price,Lady Luck,adult standards doo-wop louisiana blues,adult standards, doo-wop, louisiana blues,240,66,0,2,4
1960,83,The Crests,Step by Step,doo-wop rhythm and blues rock-and-roll,doo-wop, rhythm and blues, rock-and-roll,176,88,0,2,4
1960,84,Paul Evans,Happy Go Lucky Me,novelty,novelty,,,158,54,0,2,4
1960,85,Ricky Nelson,Young Emotions,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,138,59,0,2,4
1960,86,Johnny Burnette,Dreamin',adult standards rock-and-roll rockabilly,adult standards, rock-and-roll, rockabilly,168,34,0,2,4
1960,87,Johnny Tillotson,Poetry in Motion,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,188,71,0,2,4
1960,88,Annette Funicello,O Dio Mio,brill building pop,brill building pop,,,128,42,0,2,4
1960,89,Joe Jones,You Talk Too Much,hard bop jazz drums,hard bop, jazz drums,,145,26,0,2,4
1960,90,Johnny and the Hurricanes,Beatnik Fly,merseybeat rock-and-roll rockabilly,merseybeat, rock-and-roll, rockabilly,1,1,0,2,4
1960,91,The Everly Brothers,When Will I Be Loved,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,112,37,0,2,4
1960,92,Bob Luman,Let's Think About Living,rock-and-roll rockabilly,rock-and-roll, rockabilly,,247,104,0,2,1
1960,93,Guy Mitchell,Heartaches by the Number,adult standards deep adult standards rock-and-roll,adult standards, deep adult standards, rock-and-roll,232,68,0,2,4
1960,94,Anita Bryant,My Little Corner of the World,deep adult standards,deep adult standards,,,135,47,0,2,4
1960,95,Jackie Wilson,Doggin' Around,adult standards chicago soul classic soul,adult standards, chicago soul, classic soul,177,73,0,2,4
1960,96,Bobby Rydell,Little Bitty Girl,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,185,39,0,2,4
1960,97,Barrett Strong,Money (That's What I Want),motown,motown,,,307,58,0,0,1
1960,98,Maurice Williams and the Zodiacs,Stay,doo-wop,doo-wop,,,139,49,0,2,4
1960,99,Charlie Rich,Lonely Weekends,arkansas country country country rock,arkansas country, country, country rock,181,41,0,2,4
1960,100,Larry Hall,Sandy,deep adult standards instrumental worship,deep adult standards, instrumental worship,,117,45,0,2,4
1961,1,Bobby Lewis,Tossin' and Turnin',rhythm and blues,rhythm and blues,,,279,76,0,2,1
1961,2,Patsy Cline,I Fall to Pieces,adult standards nashville sound,adult standards, nashville sound,,128,59,0,2,4
1961,3,The Highwaymen,Michael,outlaw country,outlaw country,,,96,29,0,2,4
1961,4,Roy Orbison,Crying,adult standards bubblegum pop classic rock,adult standards, bubblegum pop, classic rock,153,79,0,2,4
1961,5,Del Shannon,Runaway,adult standards bubblegum pop merseybeat,adult standards, bubblegum pop, merseybeat,182,65,0,2,4
1961,6,The Jive Five,My True Story,doo-wop rhythm and blues,doo-wop, rhythm and blues,,190,67,0,2,4
1961,7,Chubby Checker,Pony Time,adult standards bubblegum pop rock-and-roll,adult standards, bubblegum pop, rock-and-roll,370,75,2,0,1
1961,8,The String A Longs,Wheels,surf music,surf music,,,1,1,0,2,4
1961,9,Dee Clark,Raindrops,chicago soul doo-wop rhythm and blues,chicago soul, doo-wop, rhythm and blues,183,58,0,2,4
1961,10,Joe Dowell,Wooden Heart,deep adult standards,deep adult standards,,,99,55,0,2,4
1961,11,Lawrence Welk,Calcutta,adult standards easy listening lounge,adult standards, easy listening, lounge,1,1,0,2,4
1961,12,Bobby Vee,Take Good Care of My Baby,adult standards brill building pop bubblegum pop,adult standards, brill building pop, bubblegum pop,218,86,0,2,4
1961,13,Roy Orbison,Running Scared,adult standards bubblegum pop classic rock,adult standards, bubblegum pop, classic rock,97,63,0,2,4
1961,14,The Shirelles,Dedicated to the One I Love,adult standards classic girl group doo-wop,adult standards, classic girl group, doo-wop,158,59,0,2,4
1961,15,The Mar Keys,Last Night,instrumental soul memphis soul soul,instrumental soul, memphis soul, soul,1,1,0,2,4
1961,16,The Shirelles,Will You Love Me Tomorrow,adult standards classic girl group doo-wop,adult standards, classic girl group, doo-wop,156,68,0,2,4
1961,17,Ferrante & Teicher,Exodus,adult standards easy listening exotica,adult standards, easy listening, exotica,1,1,0,2,4
1961,18,Connie Francis,Where the Boys Are,adult standards brill building pop lounge,adult standards, brill building pop, lounge,127,55,0,2,4
1961,19,Ray Charles,Hit the Road Jack,adult standards classic soul jazz blues,adult standards, classic soul, jazz blues,395,74,2,0,2
1961,20,Sue Thompson,Sad Movies (Make Me Cry),adult standards deep adult standards,adult standards, deep adult standards,,207,78,0,2,4
1961,21,Ernie K Doe,Mother in Law,louisiana blues new orleans blues new orleans funk,louisiana blues, new orleans blues, new orleans funk,138,72,0,2,4
1961,22,The Dovells,Bristol Stomp,doo-wop rhythm and blues rock-and-roll,doo-wop, rhythm and blues, rock-and-roll,343,84,0,0,1
1961,23,Ricky Nelson,Travelin' Man,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,193,76,0,2,4
1961,24,The Miracles,Shop Around,classic soul motown quiet storm,classic soul, motown, quiet storm,492,123,2,3,2
1961,25,Brook Benton,The Boll Weevil Song,rhythm and blues soul southern soul,rhythm and blues, soul, southern soul,284,122,0,0,1
1961,26,Gene McDaniels,A Hundred Pounds of Clay,bubblegum pop deep adult standards doo-wop,bubblegum pop, deep adult standards, doo-wop,219,93,0,2,4
1961,27,Dick and Dee Dee,The Mountain's High,doo-wop rhythm and blues,doo-wop, rhythm and blues,,206,80,0,2,4
1961,28,Marty Robbins,Don't Worry,cowboy western nashville sound,cowboy western, nashville sound,,154,67,0,2,4
1961,29,Floyd Cramer,On the Rebound,easy listening honky-tonk piano nashville sound,easy listening, honky-tonk piano, nashville sound,1,1,0,2,4
1961,30,Steve Lawrence,Portrait of My Love,adult standards deep adult standards easy listening,adult standards, deep adult standards, easy listening,100,46,0,2,4
1961,31,Gary U.S. Bonds,Quarter to Three,rhythm and blues rock-and-roll rockabilly,rhythm and blues, rock-and-roll, rockabilly,280,84,0,0,1
1961,32,Barry Mann,"Who Put the Bomp (in the Bomp, Bomp, Bomp)",brill building pop doo-wop rock-and-roll,brill building pop, doo-wop, rock-and-roll,374,87,2,0,1
1961,33,Neil Sedaka,Calendar Girl,adult standards brill building pop bubblegum pop,adult standards, brill building pop, bubblegum pop,304,89,0,0,1
1961,34,Chris Kenner,I Like It Like That,louisiana blues new orleans blues new orleans soul,louisiana blues, new orleans blues, new orleans soul,382,64,2,0,1
1961,35,Jorgen Ingmann,Apache,dansktop,dansktop,,,1,1,0,2,4
1961,36,Linda Scott,Don't Bet Money Honey,brill building pop,brill building pop,,,167,48,0,2,4
1961,37,Johnny Tillotson,Without You,adult standards bubblegum pop doo-wop,adult standards, bubblegum pop, doo-wop,238,68,0,2,4
1961,38,Ferlin Husky,Wings of a Dove,nashville sound,nashville sound,,,225,69,0,2,4
1961,39,Elvis Presley,Little Sister,rock-and-roll rockabilly,rock-and-roll, rockabilly,,282,81,0,0,1
1961,40,The Marcels,Blue Moon,doo-wop rhythm and blues rock-and-roll,doo-wop, rhythm and blues, rock-and-roll,113,58,0,2,4
1961,41,Shep and the Limelites,Daddy's Home,,,,,152,67,0,2,4
1961,42,Troy Shondell,This Time,deep adult standards,deep adult standards,,,94,48,0,2,4
1961,43,Clarence Frogman Henry,(I Don't Know Why) But I Do,adult standards doo-wop louisiana blues,adult standards, doo-wop, louisiana blues,161,57,0,2,4
1961,44,Kokomo,Asia Minor,blues chicago blues delta blues,blues, chicago blues, delta blues,1,1,0,2,4
1961,45,Faron Young,Hello Walls,classic country pop honky tonk traditional country,classic country pop, honky tonk, traditional country,176,105,0,2,4
1961,46,Dion,Runaround Sue,adult standards doo-wop rock-and-roll,adult standards, doo-wop, rock-and-roll,413,113,2,0,2
1961,47,Arthur Lyman,Yellow Bird,easy listening exotica jazz vibraphone,easy listening, exotica, jazz vibraphone,124,58,0,2,4
1961,48,Timi Yuro,Hurt,adult standards,adult standards,,,88,51,0,2,4
1961,49,Ricky Nelson,Hello Mary Lou,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,197,85,0,2,4
1961,50,The Capris,There's a Moon Out Tonight,doo-wop rhythm and blues,doo-wop, rhythm and blues,,202,50,0,2,4
1961,51,Elvis Presley,Surrender,rock-and-roll rockabilly,rock-and-roll, rockabilly,,107,65,0,2,4
1961,52,The Paris Sisters,I Love How You Love Me,brill building pop classic girl group,brill building pop, classic girl group,,185,42,0,2,4
1961,53,Lee Dorsey,Ya Ya,classic soul funk new orleans funk,classic soul, funk, new orleans funk,225,40,0,2,4
1961,54,Gary U.S. Bonds,School Is Out,rhythm and blues rock-and-roll rockabilly,rhythm and blues, rock-and-roll, rockabilly,315,97,0,0,1
1961,55,Bob Moore,Mexico,,,,,1,1,0,2,4
1961,56,Ral Donner,You Don't Know What You've Got (Until You Lose It),rhythm and blues,rhythm and blues,,,215,67,0,2,4
1961,57,The Everly Brothers,Walk Right Back,adult standards bubblegum pop lounge,adult standards, bubblegum pop, lounge,183,54,0,2,4
