Year,Chart,Artist,Song,Genre,Original Genre
2005,7,Boulevard of Broken Dreams,Green Day,N/A,permanent wave punk
2005,8,Candy Shop,50 Cent featuring Olivia,N/A,
2005,9,Don't Cha,The Pussycat Dolls featuring Busta Rhymes,N/A,n/a
2005,10,Behind These Hazel Eyes,Kelly Clarkson,pop,dance pop pop post-teen pop
2005,11,Disco Inferno,50 Cent,hip hop,east coast hip hop gangster rap hip hop
2005,12,You and Me,Lifehouse,rock,alternative metal neo mellow pop rock
2005,13,Don't Phunk with My Heart,The Black Eyed Peas,hip hop,dance pop pop pop rap
2005,14,Lose Control,Missy Elliott featuring Ciara and Fatman Scoop,pop,viral pop
2005,15,Shake It Off,Mariah Carey,pop,dance pop urban contemporary
2005,16,Mr. Brightside,The Killers,rock,alternative rock dance rock modern rock
2005,17,Just a Lil Bit,50 Cent,hip hop,east coast hip hop gangster rap hip hop
2005,18,Pon de Replay,Rihanna,pop,barbadian pop dance pop pop
2005,19,How We Do,The Game featuring 50 Cent,hip hop,queens hip hop
2005,20,Beverly Hills,Weezer,rock,alternative rock modern power pop modern rock
2005,21,Oh,Ciara featuring Ludacris,N/A,n/a
2005,22,Lonely No More,Rob Thomas,rock,neo mellow pop rock
2005,23,Drop It Like It's Hot,Snoop Dogg featuring Pharrell,funk,g funk gangster rap hip hop
2005,24,Hate It or Love It,The Game featuring 50 Cent,hip hop,queens hip hop
2005,25,Lovers & Friends,Lil Jon featuring Usher and Ludacris,hip hop,atl hip hop crunk dance pop
2005,26,Soldier,Destiny's Child featuring T.I. and Lil Wayne,pop,dance pop girl group hip pop
2005,27,Breakaway,Kelly Clarkson,pop,dance pop pop post-teen pop
2005,28,Switch,Will Smith,hip hop,dance pop hip hop pop rap
2005,29,Let Me Hold You,Bow Wow featuring Omarion,pop,new romantic new wave new wave pop
2005,30,Like You,Bow Wow featuring Ciara,pop,dance pop hip pop pop
2005,31,Rich Girl,Gwen Stefani featuring Eve,pop,dance pop pop
2005,32,My Humps,The Black Eyed Peas,hip hop,dance pop pop pop rap
2005,33,Obsession (No Es Amor),Frankie J featuring Baby Bash,r&b,dance pop pop rap r&b
2005,34,Caught Up,Usher,r&b,atl hip hop contemporary r&b dance pop
2005,35,Listen to Your Heart,DHT featuring Edmee,dance,eurodance
2005,36,Scars,Papa Roach,rock,alternative metal nu metal rap metal
2005,37,Feel Good Inc.,Gorillaz,hip hop,alternative hip hop
2005,38,Let Me Go,3 Doors Down,rock,alternative metal nu metal pop rock
2005,39,Holiday,Green Day,N/A,permanent wave punk
2005,40,"Sugar, We're Goin Down",Fall Out Boy,rock,emo modern rock
2005,41,Grind with Me,Pretty Ricky,r&b,contemporary r&b dance pop hip hop
2005,42,Run It!,Chris Brown featuring Juelz Santana,hip hop,gangster rap harlem hip hop hip hop
2005,43,Photograph,Nickelback,rock,alternative metal canadian rock nu metal
2005,44,Lonely,Akon,pop,dance pop
2005,45,Collide,Howie Day,rock,acoustic pop neo mellow pop rock
2005,46,Wake Me Up When September Ends,Green Day,N/A,permanent wave punk
2005,47,Slow Down,Bobby Valentino,r&b,contemporary r&b hip pop pop rap
2005,48,Over and Over,Nelly featuring Tim McGraw,hip hop,dance pop hip hop pop rap
2005,49,Some Cut,Trillville featuring Cutty,N/A,
2005,50,Get It Poppin',Fat Joe featuring Nelly,hip hop,bronx hip hop dance pop east coast hip hop
2005,51,Play,David Banner,hip hop,conscious hip hop crunk dirty south rap
2005,52,Soul Survivor,Young Jeezy featuring Akon,hip hop,atl hip hop crunk dirty south rap
2005,53,Pimpin' All Over the World,Ludacris featuring Bobby Valentino,hip hop,atl hip hop dance pop dirty south rap
2005,54,My Boo,Usher and Alicia Keys,r&b,atl hip hop contemporary r&b dance pop
2005,55,Sugar (Gimme Some),"Trick Daddy featuring Ludacris, Lil' Kim and Cee Lo Green",N/A,
2005,56,Karma,Alicia Keys,soul,hip pop neo soul pop
2005,57,Speed of Sound,Coldplay,pop,permanent wave pop
2005,58,I Don't Want to Be,Gavin DeGraw,rock,neo mellow pop rock
2005,59,Mockingbird,Eminem,hip hop,detroit hip hop hip hop rap
2005,60,La Tortura,Shakira featuring Alejandro Sanz,pop,colombian pop dance pop latin pop
2005,61,She Will Be Loved,Maroon 5,pop,pop
2005,62,Baby I'm Back,Baby Bash featuring Akon,hip hop,chicano rap dance pop dirty south rap
2005,63,Wait (The Whisper Song),Ying Yang Twins,hip hop,atl hip hop crunk dance pop
2005,64,Incomplete,Backstreet Boys,pop,boy band dance pop
2005,65,Bring Em Out,T.I.,hip hop,atl hip hop dance pop dirty south rap
2005,66,Cater 2 U,Destiny's Child,pop,dance pop girl group hip pop
2005,67,1 Thing,Amerie,r&b,contemporary r&b dance pop hip hop
2005,68,Best of You,Foo Fighters,rock,alternative metal alternative rock modern rock
2005,69,It's Like That,Mariah Carey featuring Jermaine Dupri and Fatman Scoop,hip hop,atl hip hop dirty south rap hip hop
2005,70,Goin' Crazy,Natalie,N/A,alt z
2005,71,Inside Your Heaven,Carrie Underwood,country,contemporary country country country dawn
2005,72,Because of You,Kelly Clarkson,pop,dance pop pop post-teen pop
2005,73,Truth Is,Fantasia,r&b,contemporary r&b dance pop hip pop
2005,74,Your Body,Pretty Ricky,r&b,contemporary r&b dance pop hip hop
2005,75,Beautiful Soul,Jesse McCartney,pop,dance pop neo mellow pop
2005,76,Cool,Gwen Stefani,pop,dance pop pop
2005,77,Get Back,Ludacris,hip hop,atl hip hop dance pop dirty south rap
2005,78,Outta Control,50 Cent featuring Mobb Deep,hip hop,east coast hip hop gangster rap hardcore hip hop
2005,79,U Don't Know Me,T.I.,hip hop,atl hip hop dance pop dirty south rap
2005,80,These Words,Natasha Bedingfield,pop,dance pop europop neo mellow
2005,81,Don't Lie,The Black Eyed Peas,hip hop,dance pop pop pop rap
2005,82,Get Right,Jennifer Lopez,hip hop,dance pop pop pop rap
2005,83,Daughters,John Mayer,N/A,neo mellow singer-songwriter
2005,84,As Good as I Once Was,Toby Keith,country,contemporary country country country road
2005,85,Girlfight,Brooke Valentine featuring Lil Jon and Big Boi,hip hop,atl hip hop crunk dance pop
2005,86,Lose My Breath,Destiny's Child,pop,dance pop girl group hip pop
2005,87,Ordinary People,John Legend,soul,neo soul pop pop soul
2005,88,We Be Burnin',Sean Paul,hip hop,dance pop dancehall pop rap
2005,89,Just the Girl,The Click Five,pop,boy band neo mellow neon pop punk
2005,90,TRUE,Ryan Cabrera,rock,neo mellow pop rock post-teen pop
2005,91,O,Omarion,r&b,dance pop hip pop pop r&b
2005,92,Back Then,Mike Jones,hip hop,dirty south rap gangster rap hip hop
2005,93,Numb/Encore,Jay Z and Linkin Park,hip hop,golden age hip hop
2005,94,Wonderful,Ja Rule featuring R. Kelly and Ashanti,hip hop,dance pop east coast hip hop gangster rap
2005,95,I'm Sprung,T Pain,hip hop,dance pop hip hop pop rap
2005,96,Chariot,Gavin DeGraw,rock,neo mellow pop rock
2005,97,U Already Know,112 featuring Foxy Brown,r&b,contemporary r&b east coast hip hop hip hop
2005,98,Mississippi Girl,Faith Hill,country,contemporary country country country dawn
2005,99,Number One Spot,Ludacris,hip hop,atl hip hop dance pop dirty south rap
2005,100,Give Me That,Webbie featuring Bun B,hip hop,dutch hip hop
2006,1,Bad Day,Daniel Powter,rock,canadian pop neo mellow pop rock
2006,2,Temperature,Sean Paul,hip hop,dance pop dancehall pop rap
2006,3,Promiscuous,Nelly Furtado featuring Timbaland,N/A,
2006,4,You're Beautiful,James Blunt,rock,neo mellow pop pop rock
2006,5,Hips Don't Lie,Shakira featuring Wyclef Jean,hip hop,uk hip hop
2006,6,Unwritten,Natasha Bedingfield,pop,dance pop europop neo mellow
2006,7,Crazy,Gnarls Barkley,soul,atl hip hop neo soul
2006,8,Ridin',Chamillionaire featuring Krayzie Bone,hip hop,gangster rap ohio hip hop
2006,9,SexyBack,Justin Timberlake featuring Timbaland,pop,dance pop pop
2006,10,Check on It,Beyonce featuring Slim Thug,hip hop,crunk dirty south rap gangster rap
2006,11,Be Without You,Mary J. Blige,soul,dance pop hip pop neo soul
2006,12,Grillz,"Nelly, Paul Wall and Ali & Gipp",hip hop,chopped and screwed crunk dirty south rap
2006,13,Over My Head (Cable Car),The Fray,rock,neo mellow piano rock pop
2006,14,Me & U,Cassie,r&b,dance pop hip pop r&b
2006,15,Buttons,Pussycat Dolls featuring Snoop Dogg,pop,classic uk pop nederpop
2006,16,Run It!,Chris Brown featuring Juelz Santana,hip hop,gangster rap harlem hip hop hip hop
2006,17,So Sick,Ne Yo,pop,dance pop pop urban contemporary
2006,18,It's Goin' Down,Yung Joc featuring Nitti,hip hop,atl hip hop crunk dirty south rap
2006,19,SOS,Rihanna,pop,barbadian pop dance pop pop
2006,20,I Write Sins Not Tragedies,Panic! at the Disco,rock,modern rock
2006,21,Move Along,The All American Rejects,rock,modern rock neo mellow pop punk
2006,22,London Bridge,Fergie,pop,dance pop pop post-teen pop
2006,23,Dani California,Red Hot Chili Peppers,rock,alternative rock funk metal funk rock
2006,24,Snap Yo Fingers,Lil Jon featuring E 40 and Sean Paul,hip hop,atl hip hop crunk dance pop
2006,25,"Lean wit It, Rock wit It",Dem Franchize Boyz,hip hop,atl hip hop crunk dirty south rap
2006,26,What Hurts the Most,Rascal Flatts,country,contemporary country country country road
2006,27,How to Save a Life,The Fray,rock,neo mellow piano rock pop
2006,28,Unfaithful,Rihanna,pop,barbadian pop dance pop pop
2006,29,Chasing Cars,Snow Patrol,rock,irish rock neo mellow permanent wave
2006,30,Lips of an Angel,Hinder,rock,alternative metal nu metal pop rock
2006,31,Everytime We Touch,Cascada,pop,bubblegum dance dance pop eurodance
2006,32,Ain't No Other Man,Christina Aguilera,pop,dance pop pop post-teen pop
2006,33,"Dance, Dance",Fall Out Boy,rock,emo modern rock
2006,34,Gold Digger,Kanye West featuring Jamie Foxx,soul,hip hop hip pop neo soul
2006,35,Money Maker,Ludacris featuring Pharrell,hip hop,atl hip hop dance pop dirty south rap
2006,36,Ms. New Booty,Bubba Sparxxx featuring Ying Yang Twins,hip hop,atl hip hop crunk dance pop
2006,37,(When You Gonna) Give It Up to Me,Sean Paul featuring Keyshia Cole,hip hop,dance pop dancehall pop rap
2006,38,Photograph,Nickelback,rock,alternative metal canadian rock nu metal
2006,39,Because of You,Kelly Clarkson,pop,dance pop pop post-teen pop
2006,40,Stickwitu,Pussycat Dolls,pop,dance pop girl group pop
2006,41,I'm 'n Luv (wit a Stripper),T Pain featuring Mike Jones,hip hop,dirty south rap gangster rap hip hop
2006,42,My Humps,The Black Eyed Peas,hip hop,dance pop pop pop rap
2006,43,Where'd You Go,Fort Minor featuring Holly Brook and Jonah Matranga,rock,pop rap rap rock
2006,44,Yo (Excuse Me Miss),Chris Brown,r&b,dance pop r&b
2006,45,Walk Away,Kelly Clarkson,pop,dance pop pop post-teen pop
2006,46,Laffy Taffy,D4L,hip hop,atl hip hop crunk dirty south rap
2006,47,What You Know,T.I.,hip hop,atl hip hop dance pop dirty south rap
2006,48,Dirty Little Secret,The All American Rejects,rock,modern rock neo mellow pop punk
2006,49,Savin' Me,Nickelback,rock,alternative metal canadian rock nu metal
2006,50,Don't Forget About Us,Mariah Carey,pop,dance pop urban contemporary
2006,51,Sexy Love,Ne Yo,pop,dance pop pop urban contemporary
2006,52,U and Dat,E 40 featuring T Pain and Kandi Girl,hip hop,dance pop hip hop pop rap
2006,53,Far Away,Nickelback,rock,alternative metal canadian rock nu metal
2006,54,What's Left of Me,Nick Lachey,pop,post-teen pop
2006,55,So What,Field Mob featuring Ciara,N/A,
2006,56,Do It to It,Cherish featuring Sean P,hip hop,dance pop dancehall pop rap
2006,57,Black Horse and the Cherry Tree,KT Tunstall,rock,lilith neo mellow pop rock
2006,58,There It Go (The Whistle Song),Juelz Santana,hip hop,gangster rap harlem hip hop hip hop
2006,59,Shoulder Lean,Young Dro featuring T.I.,hip hop,gangster rap hip hop memphis hip hop
2006,60,Unpredictable,Jamie Foxx featuring Ludacris,soul,hip hop hip pop neo soul
2006,61,My Love,Justin Timberlake featuring T.I.,pop,dance pop pop
2006,62,Shake That,Eminem featuring Nate Dogg,funk,g funk gangster rap hip hop
2006,63,Pullin' Me Back,Chingy featuring Tyrese,r&b,contemporary r&b hip hop hip pop
2006,64,Bossy,Kelis featuring Too Short,pop,dance pop electropop hip pop
2006,65,Chain Hang Low,Jibbs,hip hop,dirty south rap pop rap southern hip hop
2006,66,Smack That,Akon featuring Eminem,pop,dance pop
2006,67,One Wish,Ray J,r&b,pop rap r&b urban contemporary
2006,68,"Sugar, We're Goin Down",Fall Out Boy,rock,emo modern rock
2006,69,Gimme That,Chris Brown featuring Lil Wayne,r&b,dance pop r&b
2006,70,I Know You See It,Yung Joc,hip hop,atl hip hop crunk dirty south rap
2006,71,Who Says You Can't Go Home,Bon Jovi featuring Jennifer Nettles,rock,glam metal rock
2006,72,Too Little Too Late,JoJo,pop,dance pop pop post-teen pop
2006,73,Touch It,Busta Rhymes,hip hop,east coast hip hop hardcore hip hop hip hop
2006,74,Rompe,Daddy Yankee,reggae,latin hip hop reggaeton urbano latino
2006,75,Deja  Vu,Beyonce featuring Jay Z,N/A,
2006,76,Life Is a Highway,Rascal Flatts,country,contemporary country country country road
2006,77,Call Me When You're Sober,Evanescence,rock,alternative metal
2006,78,"Jesus, Take the Wheel",Carrie Underwood,country,contemporary country country country dawn
2006,79,Show Stopper,Danity Kane featuring Yung Joc,hip hop,atl hip hop crunk dirty south rap
2006,80,Get Up,Ciara featuring Chamillionaire,pop,dance pop hip pop pop
2006,81,We Be Burnin',Sean Paul,hip hop,dance pop dancehall pop rap
2006,82,Hate Me,Blue October,rock,neo mellow pop rock post-grunge
2006,83,You and Me,Lifehouse,rock,alternative metal neo mellow pop rock
2006,84,Beep,Pussycat Dolls featuring will.i.am,pop,dance pop girl group pop
2006,85,I Think They Like Me,"Dem Franchize Boyz featuring Jermaine Dupri, Da Brat and Bow Wow",N/A,
2006,86,Say Goodbye,Chris Brown,r&b,dance pop r&b
2006,87,Waiting on the World to Change,John Mayer,N/A,neo mellow singer-songwriter
2006,88,Soul Survivor,Young Jeezy featuring Akon,hip hop,atl hip hop crunk dirty south rap
2006,89,Pump It,The Black Eyed Peas,hip hop,dance pop pop pop rap
2006,90,When I'm Gone,Eminem,hip hop,detroit hip hop hip hop rap
2006,91,Hung Up,Madonna,pop,dance pop pop
2006,92,Stay Fly,Three 6 Mafia featuring Young Buck and 8Ball & MJG,hip hop,crunk dirty south rap gangster rap
2006,93,Love,Keyshia Cole,r&b,contemporary r&b dance pop hip pop
2006,94,When You're Mad,Ne Yo,pop,dance pop pop urban contemporary
2006,95,Why You Wanna,T.I.,hip hop,atl hip hop dance pop dirty south rap
2006,96,Stupid Girls,Pink,N/A,
2006,97,Feel Good Inc.,Gorillaz,hip hop,alternative hip hop
2006,98,I'm Sprung,T Pain,hip hop,dance pop hip hop pop rap
2006,99,Do I Make You Proud,Taylor Hicks,N/A,idol
2006,100,For You I Will (Confidence),Teddy Geiger,pop,acoustic pop neo mellow rochester ny indie
2007,1,Irreplaceable,Beyonce,r&b,dance pop pop r&b
2007,2,Umbrella,Rihanna featuring Jay Z,N/A,
2007,3,The Sweet Escape,Gwen Stefani featuring Akon,pop,dance pop pop
2007,4,Big Girls Don't Cry,Fergie,pop,dance pop pop post-teen pop
2007,5,Buy U a Drank (Shawty Snappin'),T Pain featuring Yung Joc,hip hop,dance pop hip hop pop rap
2007,6,Before He Cheats,Carrie Underwood,country,contemporary country country country dawn
2007,7,Hey There Delilah,Plain White T's,rock,neo mellow pop punk pop rock
2007,8,I Wanna Love You,Akon featuring Snoop Dogg,N/A,
2007,9,Say It Right,Nelly Furtado,pop,canadian latin canadian pop dance pop
2007,10,Glamorous,Fergie featuring Ludacris,pop,dance pop pop post-teen pop
2007,11,Don't Matter,Akon,pop,dance pop
2007,12,Girlfriend,Avril Lavigne,pop,canadian pop candy pop dance pop
2007,13,Makes Me Wonder,Maroon 5,pop,pop
2007,14,Party Like a Rockstar,Shop Boyz,hip hop,atl hip hop dirty south rap futuristic swag
2007,15,Smack That,Akon featuring Eminem,pop,dance pop
2007,16,This Is Why I'm Hot,Mims,hip hop,hip pop pop rap
2007,17,It's Not Over,Daughtry,rock,alternative metal neo mellow nu metal
2007,18,The Way I Are,Timbaland featuring Keri Hilson,hip hop,dance pop hip hop pop
2007,19,Fergalicious,Fergie featuring will.i.am,pop,dance pop pop post-teen pop
2007,20,Crank That (Soulja Boy),Soulja Boy Tell 'Em,hip hop,atl hip hop chicago bop dance pop
2007,21,Give It to Me,Timbaland featuring Nelly Furtado and Justin Timberlake,hip hop,dance pop hip hop pop
2007,22,What Goes Around... Comes Around,Justin Timberlake,pop,dance pop pop
2007,23,Cupid's Chokehold,Gym Class Heroes featuring Patrick Stump,N/A,
2007,24,How to Save a Life,The Fray,rock,neo mellow piano rock pop
2007,25,Home,Daughtry,rock,alternative metal neo mellow nu metal
2007,26,My Love,Justin Timberlake featuring T.I.,pop,dance pop pop
2007,27,Stronger,Kanye West,hip hop,chicago rap rap
2007,28,We Fly High,Jim Jones,hip hop,gangster rap harlem hip hop hip hop
2007,29,U + Ur Hand,Pink,N/A,
2007,30,Walk It Out,Unk,rock,chillwave indie rock kiwi rock
2007,31,Beautiful Girls,Sean Kingston,hip hop,dance pop miami hip hop pop
2007,32,"This Ain't a Scene, It's an Arms Race",Fall Out Boy,rock,emo modern rock
2007,33,Bartender,T Pain featuring Akon,N/A,
2007,34,"Pop, Lock & Drop It",Huey,rock,album rock classic rock mellow gold
2007,35,Runaway Love,Ludacris featuring Mary J. Blige,hip hop,atl hip hop dance pop dirty south rap
2007,36,Rockstar,Nickelback,rock,alternative metal canadian rock nu metal
2007,37,Thnks fr th Mmrs,Fall Out Boy,rock,emo modern rock
2007,38,What I've Done,Linkin Park,rock,alternative metal nu metal post-grunge
2007,39,Summer Love,Justin Timberlake,pop,dance pop pop
2007,40,You,Lloyd featuring Lil Wayne,hip hop,dance pop hip pop pop rap
2007,41,Wait for You,Elliott Yamin,N/A,
2007,42,Last Night,Diddy featuring Keyshia Cole,N/A,
2007,43,Make It Rain,Fat Joe featuring Lil Wayne,hip hop,bronx hip hop dance pop east coast hip hop
2007,44,Make Me Better,Fabolous featuring Ne Yo,pop,dance pop pop urban contemporary
2007,45,Ice Box,Omarion featuring Timbaland,hip hop,dance pop hip hop pop
2007,46,Lips of an Angel,Hinder,rock,alternative metal nu metal pop rock
2007,47,Waiting on the World to Change,John Mayer,N/A,neo mellow singer-songwriter
2007,48,Lost Without U,Robin Thicke,r&b,contemporary r&b dance pop hip pop
2007,49,I'm a Flirt,R. Kelly featuring T.I. and T Pain,N/A,
2007,50,If Everyone Cared,Nickelback,rock,alternative metal canadian rock nu metal
2007,51,Get It Shawty,Lloyd,hip hop,dance pop hip pop pop rap
2007,52,Face Down,The Red Jumpsuit Apparatus,rock,pop punk pop rock screamo
2007,53,The Way I Live,Baby Boy da Prince,hip hop,dirty south rap pop rap southern hip hop
2007,54,Shortie Like Mine,Bow Wow featuring Chris Brown and Johnta Austin,hip hop,dance pop hip hop hip pop
2007,55,It Ends Tonight,The All American Rejects,rock,modern rock neo mellow pop punk
2007,56,A Bay Bay,Hurricane Chris,hip hop,dirty south rap gangster rap pop rap
2007,57,Because of You,Ne Yo,pop,dance pop pop urban contemporary
2007,58,I Tried,Bone Thugs n Harmony featuring Akon,hip hop,gangster rap hip hop ohio hip hop
2007,59,Welcome to the Black Parade,My Chemical Romance,pop,emo pop punk
2007,60,Shawty,Plies featuring T Pain,N/A,
2007,61,Chasing Cars,Snow Patrol,rock,irish rock neo mellow permanent wave
2007,62,Beautiful Liar,Beyonce and Shakira,pop,colombian pop dance pop latin pop
2007,63,SexyBack,Justin Timberlake featuring Timbaland,pop,dance pop pop
2007,64,Keep Holding On,Avril Lavigne,pop,canadian pop candy pop dance pop
2007,65,Let It Go,Keyshia Cole featuring Missy Elliott and Lil' Kim,r&b,contemporary r&b dance pop hip pop
2007,66,Apologize,Timbaland featuring OneRepublic,hip hop,dance pop hip hop pop
2007,67,Bubbly,Colbie Caillat,pop,dance pop neo mellow pop
2007,68,Like a Boy,Ciara,pop,dance pop hip pop pop
2007,69,Who Knew,Pink,N/A,
2007,70,Never Again,Kelly Clarkson,pop,dance pop pop post-teen pop
2007,71,Promise,Ciara,pop,dance pop hip pop pop
2007,72,Bed,J. Holiday,r&b,bassline contemporary r&b hip pop
2007,73,Throw Some D's,Rich Boy featuring Polow da Don,hip hop,alabama rap dirty south rap gangster rap
2007,74,Rehab,Amy Winehouse,soul,british soul neo soul
2007,75,Big Shit Poppin' (Do It),T.I.,hip hop,atl hip hop dance pop dirty south rap
2007,76,No One,Alicia Keys,soul,hip pop neo soul pop
2007,77,The Great Escape,Boys Like Girls,pop,neo mellow neon pop punk pop punk
2007,78,2 Step,Unk,rock,chillwave indie rock kiwi rock
2007,79,Walk Away (Remember Me),Paula DeAnda featuring The D.E.Y.,pop,dance pop hip pop post-teen pop
2007,80,Go Getta,Young Jeezy featuring R. Kelly,hip hop,atl hip hop crunk dirty south rap
2007,81,Here (In Your Arms),Hellogoodbye,pop,neon pop punk pop punk
2007,82,On the Hotline,Pretty Ricky,r&b,contemporary r&b dance pop hip hop
2007,83,Wind It Up,Gwen Stefani,pop,dance pop pop
2007,84,Cyclone,Baby Bash featuring T Pain,hip hop,chicano rap dance pop dirty south rap
2007,85,Break It Off,Rihanna featuring Sean Paul,N/A,
2007,86,First Time,Lifehouse,rock,alternative metal neo mellow pop rock
2007,87,Ayo Technology,50 Cent featuring Justin Timberlake and Timbaland,hip hop,queens hip hop
2007,88,Outta My System,Bow Wow featuring T Pain and Johnta Austin,N/A,
2007,89,Teardrops on My Guitar,Taylor Swift,pop,pop
2007,90,Shut Up and Drive,Rihanna,pop,barbadian pop dance pop pop
2007,91,Snow (Hey Oh),Red Hot Chili Peppers,rock,alternative rock funk metal funk rock
2007,92,Money Maker,Ludacris featuring Pharrell,hip hop,atl hip hop dance pop dirty south rap
2007,93,Kiss Kiss,Chris Brown featuring T Pain,r&b,dance pop r&b
2007,94,Far Away,Nickelback,rock,alternative metal canadian rock nu metal
2007,95,Rock Yo Hips,Crime Mob and Lil' Scrappy,hip hop,atl hip hop crunk dirty south rap
2007,96,LoveStoned,Justin Timberlake,pop,dance pop pop
2007,97,Better than Me,Hinder,rock,alternative metal nu metal pop rock
2007,98,Paralyzer,Finger Eleven,rock,alternative metal canadian rock funk metal
2007,99,That's That,Snoop Dogg featuring R. Kelly,funk,g funk gangster rap hip hop
2007,100,Same Girl,R. Kelly featuring Usher,N/A,
2008,1,Low,Flo Rida featuring T Pain,hip hop,dance pop edm miami hip hop
2008,2,Bleeding Love,Leona Lewis,soul,british soul dance pop europop
2008,3,No One,Alicia Keys,soul,hip pop neo soul pop
2008,4,Lollipop,Lil Wayne featuring Static Major,N/A,
2008,5,Apologize,Timbaland featuring OneRepublic,hip hop,dance pop hip hop pop
2008,6,No Air,Jordin Sparks and Chris Brown,N/A,indiecoustica neo mellow stomp and holler
2008,7,Love Song,Sara Bareilles,pop,acoustic pop hollywood lilith
2008,8,Love in This Club,Usher featuring Young Jeezy,r&b,atl hip hop contemporary r&b dance pop
2008,9,With You,Chris Brown,r&b,dance pop r&b
2008,10,Forever,Chris Brown,r&b,dance pop r&b
2008,11,Sexy Can I,Ray J featuring Yung Berg,r&b,pop rap r&b urban contemporary
2008,12,Take a Bow,Rihanna,pop,barbadian pop dance pop pop
2008,13,Viva la Vida,Coldplay,pop,permanent wave pop
2008,14,I Kissed a Girl,Katy Perry,pop,dance pop pop
2008,15,Whatever You Like,T.I.,hip hop,atl hip hop dance pop dirty south rap
2008,16,Disturbia,Rihanna,pop,barbadian pop dance pop pop
2008,17,Don't Stop the Music,Rihanna,pop,barbadian pop dance pop pop
2008,18,Pocketful of Sunshine,Natasha Bedingfield,pop,dance pop europop neo mellow
2008,19,Kiss Kiss,Chris Brown featuring T Pain,r&b,dance pop r&b
2008,20,Closer,Ne Yo,pop,dance pop pop urban contemporary
2008,21,Bubbly,Colbie Caillat,pop,dance pop neo mellow pop
2008,22,Touch My Body,Mariah Carey,pop,dance pop urban contemporary
2008,23,4 Minutes,Madonna featuring Justin Timberlake and Timbaland,N/A,
2008,24,So What,Pink,N/A,
2008,25,Paralyzer,Finger Eleven,rock,alternative metal canadian rock funk metal
2008,26,Clumsy,Fergie,pop,dance pop pop post-teen pop
2008,27,I'm Yours,Jason Mraz,pop,acoustic pop neo mellow pop
2008,28,Leavin',Jesse McCartney,pop,dance pop neo mellow pop
2008,29,Dangerous,Kardinal Offishall featuring Akon,N/A,
2008,30,Tattoo,Jordin Sparks,pop,dance pop neo mellow pop
2008,31,See You Again,Miley Cyrus,pop,pop
2008,32,Shake It,Metro Station,pop,electropowerpop neon pop punk pixie
2008,33,Stop and Stare,OneRepublic,rock,piano rock pop
2008,34,Take You There,Sean Kingston,hip hop,dance pop miami hip hop pop
2008,35,Paper Planes,M.I.A.,pop,dance pop indietronica new rave
2008,36,Hot n Cold,Katy Perry,pop,dance pop pop
2008,37,Live Your Life,T.I. featuring Rihanna,pop,nigerian pop
2008,38,Bust It Baby (Part 2),Plies featuring Ne Yo,N/A,
2008,39,American Boy,Estelle featuring Kanye West,N/A,
2008,40,Got Money,Lil Wayne featuring T Pain,hip hop,houston rap
2008,41,Our Song,Taylor Swift,pop,pop
2008,42,Damaged,Danity Kane,pop,dance pop girl group hip pop
2008,43,A Milli,Lil Wayne,hip hop,hip hop new orleans rap pop rap
2008,44,Sorry,Buckcherry,rock,alternative metal glam metal hard rock
2008,45,Independent,Webbie featuring Lil Boosie and Lil Phat,hip hop,baton rouge rap dirty south rap gangster rap
2008,46,Can't Believe It,T Pain featuring Lil Wayne,N/A,denpa-kei j-core kawaii future bass
2008,47,Like You'll Never See Me Again,Alicia Keys,soul,hip pop neo soul pop
2008,48,Teardrops on My Guitar,Taylor Swift,pop,pop
2008,49,When I Grow Up,Pussycat Dolls,pop,dance pop girl group pop
2008,50,Sexual Eruption,Snoop Dogg,funk,g funk gangster rap hip hop
2008,51,What You Got,Colby O'Donis featuring Akon,hip hop,pop rap
2008,52,It's Not My Time,3 Doors Down,rock,alternative metal nu metal pop rock
2008,53,Better in Time,Leona Lewis,soul,british soul dance pop europop
2008,54,Crank That (Soulja Boy),Soulja Boy Tell 'Em,hip hop,atl hip hop chicago bop dance pop
2008,55,Shadow of the Day,Linkin Park,rock,alternative metal nu metal post-grunge
2008,56,Sweetest Girl (Dollar Bill),"Wyclef Jean featuring Akon, Lil Wayne and Niia",hip hop,rap kreyol
2008,57,Miss Independent,Ne Yo,pop,dance pop pop urban contemporary
2008,58,Fall for You,Secondhand Serenade,rock,piano rock pixie pop punk
2008,59,In the Ayer,Flo Rida featuring will.i.am,hip hop,dance pop edm miami hip hop
2008,60,Say,John Mayer,N/A,neo mellow singer-songwriter
2008,61,One Step at a Time,Jordin Sparks,pop,dance pop neo mellow pop
2008,62,Hate That I Love You,Rihanna featuring Ne Yo,pop,dance pop pop urban contemporary
2008,63,Superstar,Lupe Fiasco featuring Matthew Santos,N/A,
2008,64,Suffocate,J. Holiday,r&b,bassline contemporary r&b hip pop
2008,65,Let It Rock,Kevin Rudolf featuring Lil Wayne,hip hop,dance pop pop rap
2008,66,Get Like Me,David Banner featuring Chris Brown and Yung Joc,hip hop,conscious hip hop crunk dirty south rap
2008,67,Realize,Colbie Caillat,pop,dance pop neo mellow pop
2008,68,Put On,Young Jeezy featuring Kanye West,hip hop,atl hip hop crunk dirty south rap
2008,69,The Time of My Life,David Cook,rock,idol neo mellow pop rock
