Year,Chart,Hapax Count,Hapaxes
1959,85,60,"['artist', 'kathy', 'linden', 'peak', 'billboard', 'position', '#', '11', 'in', '1959', 'words', 'music', 'by', 'jack', 'vaughn', 'see', 'you', 'again', 'but', 'do', 'nt', 'know', 'wind', 'blowin', 'rain', 'starts', 'fall', 'train', 'tootin', 'its', 'long', 'lonesome', 'call', 'wheels', 'are', 'clickin', 'their', 'way', 'down', 'track', 'countin', 'days', 's', 'comin', 'back', 'has', 'traveled', 'land', 'sea', 'stop', 'his', 'wandrin', 'come', 'home', 'give', 'kiss', 'for', 'tear', 'sigh', 'then']"
1959,86,1,['instrumental']
1959,87,49,"['higher', 'highest', 'mountain', 'deeper', 'deepest', 'sea', 'softer', 'gentle', 'breezes', 'stronger', 'wild', 'oak', 'tree', 'hold', 'heaven', 'kingdom', 'crown', 're', 'all', 'prayed', 'were', 'made', 'these', 'arms', 'to', 'surround', 'faithful', 'morning', 'sunrise', 'sacred', 'can', 'be', 'fade', 'do', 'not', 'necessarily', 'correspond', 'with', 'from', 'other', 'recordings', 'sheet', 'music', 'songbooks', 'or', 'printed', 'on', 'album', 'jackets']"
1959,88,25,"['one', 'left', 'knew', 'could', 'hurt', 'this', 'two', 'again', 'meant', 'three', 'called', 'said', 'were', 'coming', 'with', 'hopeful', 'heart', 'for', 'knock', 'on', 'door', 'must', 'have', 'lost', '2']"
1959,89,34,"['sound', 'effects', 'buoy', 'bell', 'fog', 'horn', 'open', 'old', 'man', 'shoes', 'no', 'use', 'tsittin', 'asingin', 'blues', 'trockin', 'hat', 'off', 'rack', 'boogie', 'woogie', 'knife', 'back', 'interlude', 'tmovin', 'ai', 'lyin', 'heart', 'beatin', 'it', 's', 'right', 'time', '1']"
1959,90,36,"['thats', 'feel', 'like', 'belong', 'right', 'am', 'wrong', 'sacrifice', 'for', 'lucky', 'can', 'poor', 'man', 'be', '?', 'shakespeare', 'thought', 'juliet', 'really', 'loved', 'romeo', 'from', 'they', 'met', 'would', 'blow', 'his', 'top', 'could', 'see', 've', 'been', 'lovin', 'honey', 'one', 'more']"
1959,91,3,"['youre', 'so', 'fine']"
1959,92,56,"['cleveland', 'kansas', 'city', 'wailin', 'wildwood', 'back', 'waterloo', 'over', 'even', 'st', 'loo', 'uh', 'get', 'ready', 'i', 'm', 'beaches', 'shining', 'benches', 'near', 'christmas', 'tree', 'lipstick', 'collars', 'down', 'tennessee', 'come', 'now', 'start', 'by', 'feels', 'fine', 'wa', 'hoo', 'mmm', 'drive', 'ins', 'baltimore', 'rockin', 'dances', 'land', 'shore', 'then', 'it', 's', 'off', 'dee', 'troit', 'know', 'score', 'what', 'are', 'we', 'waitin', 'for', '?']"
1959,93,23,"['ve', 'do', 'nt', 'say', 'care', 'speak', 'of', 'please', 'be', 'sincere', 'for', 'if', 'play', 'with', 'can', 'bring', 'tears', 'stood', 'was', 'knew', 'found', 'at', 'last']"
1959,94,15,"['liegt', 'schon', 'so', 'weit', 'dabei', 'ist', 'einerlei', 'kommt', 'die', 'zu', 'alles', 'vergehn', 'leben', 'endlich', 'schön']"
1959,95,37,"['am', 'know', 'just', 'you', 'wait', 'see', 'replies', 'can', 'not', 'speak', 'very', 'well', 'everybody', 'knows', 'sure', 'looks', 'swell', 'clothes', 'asked', 'true', 'goes', 'tell', 'world', 'wants', 'be', 'ever', 'let', 'go', 'will', 'kiss', 'on', 'cheek', 'oh', 'tenderly', 'although', 'm', 'really']"
1959,96,64,"['these', 'are', 'words', 'of', 'frontier', 'lad', 'who', 'lost', 'his', 'love', 'when', 'he', 'turned', 'bad', 'am', 'jam', 'see', 'world', 'or', 'that', 'ship', 'set', 'sail', 'not', 'wait', 'me', 'what', 've', 'done', 'stagecoach', 'shot', 'from', 'careless', 'gun', 'change', 'plans', 'cancel', 'out', 'wedding', 'lonely', 'gon', 'na', 'pine', 'away', 'until', 'dying', 'all', 'know', 'heart', 's', 'aching', 'knows', 'miss', 'so', 'just', 'went', 'timbuktu', 'searching', 'gold', 'find', 'someone', 'new', 'cherish', 'hold']"
1959,97,71,"['mine', 'eyes', 'coming', 'lord', 'trampling', 'vintage', 'where', 'grapes', 'wrath', 'are', 'stored', 'loosed', 'fateful', 'lightening', 'terrible', 'sword', 'watch', 'fires', 'hundred', 'circling', 'camps', 'they', 'builded', 'an', 'altar', 'evening', 'dews', 'damps', 'l', 'can', 'righteous', 'sentence', 'by', 'dim', 'flaring', 'lamps', 'day', 'fiery', 'gospel', 'writ', 'burnish', '`', 'd', 'rows', 'steel', 'ye', 'contemners', 'so', 'grace', ';', 'hero', 'woman', 'crush', 'serpent', 'heel', 'since', 'beauty', 'lilies', 'christ', 'was', 'across', 'sea', 'bosom', 'transfigures', 'me', 'died', 'holy', 'us', 'live', 'free', 'while']"
1959,98,1,['instrumental']
1959,99,61,"['who', 'livin', 'dolly', 'beautiful', 'eyes', 'pair', 'd', 'like', 'try', 'em', 'size', 'll', 'just', 'tell', 'swing', 'hope', 'tells', 'maybe', 'wing', 'will', 'be', 'so', 'politely', 'darlin', 'may', 'intrude', 'first', 'lightly', 'we', 'started', 'dance', 'then', 'tightly', 'dreamy', 'romance', '!', 'hey', 'quarter', 'three', 'there', 'mess', 'moonlight', 'share', 'well', 'answered', 'lady', 'cha', 'know', 'rude', 'two', 'they', 're', 'heart', 'skippin', 'all', 'his', 'kissin', 'her', 'crazy', 'lovin', 'missin']"
1959,100,43,"['back', 'seat', 'why', 'come', 'sit', 'beside', 'together', 'now', 'two', 'three', 'mind', 'driving', 'hands', 'wheel', 'snoopy', 'eyes', 'road', 'ahead', 'we', 're', 'having', 'fun', 'town', 'country', 'showed', 'em', 'motor', 'go', 'triple', 'carburetor', 'whispered', 'low', 'smooching', 'every', 'need', 'll', 'get', 'off', 'at', 'house', 'wish', 'that', 'be']"
1960,1,30,"['within', 'reach', 'out', 'to', 'me', 'my', 'heart', 'free', 'from', 'care', 'knows', 'no', 'gloomy', 'skies', 'when', 'seen', 'through', 'eyes', 'those', 'who', 'blessed', 'with', 'sweet', 'secret', 'anywhere', 'two', 'people', 'share', 'hopes', 'dreams']"
1960,2,27,"['hell', 'whisper', 'true', 'holding', 'though', 'blind', 'make', 'mind', 've', 'got', 'know', 'should', 'hang', 'him', 'bridge', 'ca', 'nt', 'say', 'words', 'hear', 'while', 'another', 'answer', 'yes', 'no', 'darling', 'understand']"
1960,3,33,"['cathys', 've', 'got', 'to', 'stand', 'tall', 'ca', 'crawl', 'knows', 'telling', 'lies', 'hears', 'them', 'passing', 'by', 'not', 'at', 'all', 'see', 'shed', 'tear', 'sincere', 'think', 'kind', 'of', 'sad', 'treating', 'so', 'bad', 'or', 'even', 'care', '2']"
1960,4,51,"['bank', 'young', 'his', 'maid', 'name', 'such', 'sight', 'but', 'tribes', 'fought', 'so', 'never', 'swim', 'cause', 'too', 'wide', 'reach', 'moonlight', 'throwing', 'kisses', 'cross', 'waves', 'heart', 'beating', 'faster', 'there', 'for', 'water', 'did', 'same', 'swam', 'out', 'through', 'swirling', 'stream', 'came', 'hands', 'touched', 'lips', 'met', 'pulled', 'them', 'down', 'now', 'll', 'always', 'together', 'happy', 'huntin', 'ground', '1']"
1960,5,59,"['fateful', 'car', 'stalled', 'upon', 'railroad', 'track', 'pulled', 'out', 'we', 'safe', 'but', 'went', 'running', 'back', 'hear', 'see', 'are', 'somewhere', 'up', 'above', 'am', 'still', 'own', 'true', 'love', 'what', 'it', 'looking', 'for', 'took', 'life', 'said', 'found', 'my', 'high', 'school', 'ring', 'clutched', 'in', 'fingers', 'tight', 'just', 'sweet', 'sixteen', 'now', 're', 'gone', 've', 'taken', 'away', 'll', 'never', 'kiss', 'lips', 'again', 'buried', 'today', 'answer', 'please']"
1960,6,10,"['im', 'such', 'a', 'fool', 'did', 'know', 'could', 'be', 'cruel', 'is']"
1960,7,49,"['its', 'first', 'saw', 'with', 'smile', 'so', 'tender', 'heart', 'was', 'captured', 'soul', 'surrendered', 'spent', 'lifetime', 'waiting', 'right', 'that', 're', 'near', 'is', 'here', 'at', 'last', 'just', 'like', 'willow', 'would', 'cry', 'an', 'ocean', 'if', 'lost', 'true', 'and', 'sweet', 'devotion', 'lips', 'excite', 'let', 'arms', 'invite', 'who', 'knows', 'll', 'meet', 'again', 'this', 'way', '1']"
1960,8,20,"['girls', 'gather', 'round', 'listen', 'what', 'putting', 'down', 'baby', 'not', 'kind', 'use', 'pencil', 'or', 'rule', 'with', 'love', 'and', 'no', 'fool', 'that']"
1960,9,23,"['can', 'off', 'tree', 'sugar', 'but', 'll', 'never', 'me', 'run', 'my', 'fingers', 'thru', 'your', 'long', 'black', 'hair', 'squeeze', 'tighter', 'than', 'grizzly', 'bear', 'oh', '4']"
1960,10,21,"['take', 'me', 'by', 'hand', 'go', 'is', 're', 'gon', 'na', 'til', 'tear', 'house', 'down', 'saxophone', 'solo', 'really', 'rock', 'mess', 'round', 'night', '3']"
1960,11,53,"['everybodys', 'somebodys', 'fill', 'an', 'ocean', 'do', 'many', 'only', 'lead', 'on', 'hurt', 'bring', 'say', 'goodbye', 'told', 'best', 'that', 'forget', 'm', 'a', 'at', 'least', 'score', 'yet', 'darlin', 'd', 'twice', 'as', 'blue', 'without', 'hurts', 'come', 'running', 'back', 'more', 'someday', 'find', 'someone', 'really', 'if', 'love', 'should', 'prove', 'untrue', 'much', 'this', 'heart', 'of', 'mine', 'is', 'breakin', 'way', 've']"
1960,12,8,"['get', 'yet', 'bet', 'every', 'them', 'evry', 'more', 'once']"
1960,13,57,"['kissed', 'blue', 'skies', 'white', 'high', 'above', 'they', 'part', 'of', 'an', 'everlasting', 'love', 'strolled', 'through', 'now', 'parched', 'from', 'cold', 'wind', 'swept', 'into', 'my', 'let', 'their', 'dreams', 'depart', '?', 'never', 'what', 'made', 'away', 'how', 'can', 'searching', 'when', 'dark', 'hide', 'oh', 'only', 'here', 'in', 'this', 'wide', 'world', 'left', 'see', 'but', 'till', 'return', 'learn', 'while', 'your', 'bring', 'it', 'and', 'again', '2']"
1960,14,22,"['worlds', 'seems', 'we', 'get', 'along', 'every', 'reminisce', 'dreaming', 'of', 'tender', 'kisses', 're', 'angel', 'from', 'above', 'guess', 'always', 'one', 'and', 'real', 'love', '4']"
1960,15,146,"['fell', 'nighttime', 'music', 'play', 'whirl', 'blacker', 'eyes', 'while', 'casting', 'her', 'spell', 'vain', 'tell', '1', 'cowboy', 'came', 'wind', 'dashing', 'daring', 'drink', 'sharing', 'anger', 'challenged', 'went', 'hand', 'gun', 'wore', 'challenge', 'answered', 'less', 'heartbeat', 'handsome', 'stranger', 'lay', 'dead', 'floor', 'full', 'length', 'version', 'moment', 'silence', 'shocked', 'foul', 'deed', 'done', 'many', 'thoughts', 'raced', 'mind', 'chance', '2', 'ran', 'horses', 'tied', 'caught', 'good', 'looked', 'like', 'its', 'post', 'fast', 'badlands', 'new', 'mexico', 'be', 'worthless', 'everything', 'gone', 'been', 'long', 'since', 'seen', 'stronger', 'fear', 'death', '3', 'saddled', 'riding', 'alone', 'dark', 'maybe', 'tomorrow', 'may', 'tonight', 'worse', 'heart', 'at', 'last', 'here', 'overlooking', 'can', 'below', 'pushes', 'onward', '7', 'five', 'mounted', 'cowboys', 'dozen', 'or', 'more', 'shouting', 'shooting', 'let', 'them', 'catch', 'have', 'make', '4', 'something', 'dreadfully', 'wrong', 'burning', 'trying', 'stay', 'saddle', 'm', 'getting', 'unable', '8', 'rise', 'fallen', 'stop', 'rest', 'white', 'puff', 'smoke', 'rifle', 'chest', 'nowhere', 'has', 'found', 'kissing', 'cheek', 'she', 'kneels', 'cradled', 'two', 'loving', 'arms', 'll', 'die', 'little', 'kiss', 'goodbye', '13']"
1960,16,76,"['in', 'funny', 'papers', 'we', 'all', 'lives', 'way', 'back', 'long', 'time', 'ago', 'eat', 'nothin', 'but', 'bear', 'stew', 'well', 'this', 'name', 'chauffeur', 'genuine', 'dinosaur', 'can', 'knuckle', 'your', 'before', 'you', 'count', 'to', 'four', 'ugly', 'club', 'full', 'hay', 'uh', 'lions', 'grizzly', 'bears', 'wearin', 'rides', 'thru', 'tearin', 'limbs', 'offa', 'trees', 'knockin', 'monstas', 'dead', 'on', 'their', 'knees', 'cats', 'bug', 'him', 'they', 'bettah', 'mean', 'motah', 'scootah', 'bad', 'gettah', 'wears', 'goes', 'sure', 'hip', 'ai', 'what', 'happening', 'too', 'much', 'hi', 'yo', 'dinosawruh', 'get', 'em', 'hipsville']"
1960,17,51,"['told', 'this', 'our', 'could', 'never', 'hear', 'voice', 'something', 'stirs', 'inside', 'somehow', 'dismiss', 'memory', 'kiss', 'do', 'how', 'try', 'turn', 'other', 'way', 'when', 'someone', 'new', 'always', 'think', 're', 'not', 'in', 'so', 'why', 'forget', '?', 'used', 'it', 's', 'wrong', 'yet', 'know', 'forgetting', 'would', 'hopeless', 'thing', 'for', 'puppet', 'seem', 'break', 'string', 'll', 'let', 'go', 'says']"
1960,18,50,"['nothins', 'uh', 'huh', 'honey', 'alright', 'whispers', 'ear', 'knows', 'like', 'hear', 'would', 'nt', 'tell', 'nobody', 'else', 'secret', 'keep', 'them', 'myself', 'walk', 'along', 'yeah', 'both', 'understand', 'classroom', 'trying', 'read', 'book', 'give', 'me', 'special', 'look', 'ah', 'well', 'do', 'love', 'you', 'of', 'course', 'mama', 'turned', 'light', 'sayin', 'come', 'here', 'darlin', 'enough', 'for', 'tonight', ']']"
1960,19,28,"['nervous', 'could', 'be', 'somebody', 'would', 'see', 'a', 'her', 'sat', 'bundled', 'up', 'on', 'i', 'wonder', 'gon', 'na', 'do', 'poor', 'little', 'girl', 'turning', 'blue', 'guess', 'there', 'is', 'nt', 'any', '5']"
1960,20,40,"['way', 'feel', 'tonight', 'this', 'feeling', 'ai', 'nt', 'right', 'baby', 'they', 're', 'gone', 'forever', 'so', 'far', 'apart', 'why', 'heartaches', 've', 'been', 'through', 'and', 'for', 'maybe', 'tomorrow', 'a', 'new', 'romance', 'no', 'more', 'sorrow', 'that', 's', 'chance', 'got', 'ta', 'take', 'if', 'your', 'breaks']"
1960,21,34,"['stood', 'talked', 'like', 'this', 'looked', 'at', 'each', 'other', 'in', 'same', 'way', 're', 'wearing', 'wore', 'smile', 'were', 'some', 'things', 'happen', 'for', 'first', 'time', 'seem', 'to', 'be', 'happening', 'again', 'so', 'have', 'met', 'laughed', 'loved', 'who', 'knows']"
1960,22,60,"['one', 'hold', 'hand', 'two', 'laughing', 'eyes', 'three', 'understand', 'four', 'secret', 'sighs', 'they', 'five', 'comb', 'hair', 'six', 'freckled', 'nose', 'seven', 'care', 'eight', 'crazy', 'clothes', 'that', 's', 'just', 'half', 'nine', 'snuggling', 'in', 'car', 'ten', 'wish', 'upon', 'a', 'star', 'eleven', 'whispering', 'on', 'phone', 'twelve', 'kiss', 'when', 'alone', 'thirteen', 'thrill', 'heart', 'fourteen', 'voice', 'so', 'neat', 'fifteen', 'll', 'never', 'our', 'loves', 'complete', 'those', 'are', '1']"
1960,23,40,"['guess', 'never', 'know', 'young', 'heart', 'really', 'feels', 'why', 'her', 'so', 'just', 'because', 'seventeen', 'nt', 'fair', 'to', 'take', 'away', 'only', 'dream', 'cry', 'each', 'night', 'for', 'are', 'vain', 'hope', 'pray', 'that', 'maybe', 'someday', 'will', 'ever', 'see', 'paul', 'anka', 'live', '$', '89', '1']"
1960,24,25,"['broken', 'hearts', 'for', 'us', 'with', 'our', 'faith', 'trust', 'there', 'could', 'be', 'think', 're', 'awfully', 'sweet', 'say', 'm', 'your', 'special', 'treat', 'all', 'time', 'lome', 'dear', 'forever']"
1960,25,1,['instrumental']
1960,26,53,"['with', 'guy', 'gives', 'eye', 'hold', 'tight', 'man', 'held', 'hand', 'neath', 'pale', 'moonlight', 'that', 'music', 'fine', 'like', 'sparkling', 'wine', 'have', 'fun', 'laugh', 'sing', 'yes', 'while', 'apart', 'give', 'heart', 'anyone', 'bridge', 'baby', 'ca', 'feel', 'when', 'touch', 'will', 'much', 'carry', 'on', 'till', 'night', 'is', 'gone', 'time', 'asks', 'all', 'alone', 'take', 'must', 'tell', 'no', 'instrumental', 'break', '4']"
1960,27,36,"['youve', 'robin', 'winter', 'go', 'lips', 'melt', 'snow', 'hearts', 'cookin', 'grow', 'kissin', 'tell', 'about', 'romance', 'sweet', 'ooh', 'lovin', 'life', 'complete', 'woman', 'knock', 'off', 'feet', 'said', 'an', 'effort', 'd', 'take', 're', 'in', 'your', 'ca', 'nt', 'daddy', 's', 'okay']"
1960,28,83,"['in', 'may', '1941', 'war', 'begun', 'germans', 'fastest', 'ever', 'sailed', 'out', 'cold', 'foggy', 'night', 'came', 'seaman', 'he', 'understood', 'terror', 'stop', 'fatal', 'started', 'firing', 'fifteen', 'miles', 'sound', 'but', 'smoke', 'cleared', 'went', 'for', 'six', 'long', 'days', 'weary', 'nights', 'tried', 'trail', 'churchill', 'told', 'people', 'put', 'asail', 'somewhere', 'ocean', 'i', 'know', 'be', 'bottom', 'fog', 'gone', 'seventh', 'saw', 'morning', 'sun', 'ten', 'hours', 'from', 'homeland', 'made', 'its', 'run', 'admiral', 'fleet', 'said', 'turn', 'bows', 're', 'gon', 'na', 'aimed', 'coming', 'fast', 'first', 'shell', 'could', 'nt', 'last', 'is', 'memory', 'cry', 'shook', 'seven', 'seas']"
1960,29,42,"['something', 'bridge', 'till', 'sun', 'down', 'highways', 'byways', 'a', 'frown', 'moaning', 'their', 'lives', 'away', 'then', 'somebody', 'say', ';', 'ca', 'mmm', 'one', 'these', 'days', 'see', 'woman', 'whom', 'love', 'dear', 'but', 'meanwhile', 'got', 'ta', 'right', 'here', 'mm', 'gim', 'me', 'water', 'thirsty', 'woah', 'oh', 'y', '6']"
1960,30,22,"['bless', 'the', 'day', 'found', 'want', 'stay', 'around', 'beg', 'do', 'nt', 'take', 'this', 'heaven', 'from', 'one', 'if', 'must', 'cling', 'someone', 'now', 'forever', '2']"
1960,31,46,"['oh', 'need', 'david', 'grabbed', 'that', 'stone', 'lyin', 'there', 'ground', 'big', 'goliath', 'mighta', 'stomped', 'him', 'instead', 'other', 'way', 'around', 'he', 'who', 'world', 'ever', 'known', 'columbus', 'could', 'do', 'queen', 'isabella', 'offered', 'jewels', '1492', 'she', 'and', 'i', 'just', 'meet', 'might', 've', 'spent', 'rest', 'our', 'lives', 'walkin', 'down', 'misery', 'street']"
1960,32,36,"['waiting', 'lover', 'stands', 'golden', 'sands', 'watches', 'ships', 'that', 'she', 'watching', 'if', 'could', 'fly', 'like', 'birds', 'high', 'then', 'straight', 'to', 'her', 'arms', 'd', 'far', 'stars', 'near', 'moon', 'ah', 'ow', 'no', 'more', 'so', 'long', 'move', 'out', 'captain', '13']"
1960,33,38,"['sweetest', 'sweet', 'talker', 'world', 'better', 'start', 'if', 'want', 'be', 'your', 'girl', 'dancing', 'best', 'young', 'dancer', 'land', 'looked', 'at', 'with', 'twinkle', 'eyes', 'then', 'took', 'my', 'hand', 'ai', 'nt', 'nothing', 'but', 'fool', 'started', 'giggle', 'that', 'teach', 'things', 'never', 'learn', 'school']"
1960,34,11,"['here', 'another', 'to', 'dream', 'about', 'lonely', 'only', 'time', 'm', 'not', 'without']"
1960,35,34,"['found', 'some', 'letters', 'wrote', 'this', 'morning', 'told', 'love', 're', 'gone', 'burned', 'them', 'ashes', 'do', 'nt', 'nothing', 'remind', 'sold', 'house', 'planned', 'together', 'said', 'goodbye', 'folks', 'then', 'moved', 'a', 'far', 'away', 'city', 'tried', 'so', 'hard', 'about']"
1960,36,32,"['clock', 'return', 'lighting', 'torch', 'burn', 'after', 'is', 'my', 'night', 'ticking', 'away', 'waiting', 'hear', 'footsteps', 'say', 'love', 'appear', 'stay', 'each', 'try', 'pretend', 's', 'over', 'at', 'last', 'but', 'if', 'come', 'back', 'again', 'wonder', '?']"
1960,37,33,"['theyre', 'happy', 'couples', 'strolling', 'through', 'park', 'swinging', 'hands', 'go', 'by', 'also', 'reason', 'why', 'search', 'to', 'find', 'a', 'secret', 'spot', 'now', 'at', 'last', 'all', 'alone', 'touch', 'breathe', 'each', 'remind', 'us', 'of', 'joy', 've', 'known']"
1960,38,35,"['woe', 'for', 'heartache', 'all', 'know', 'life', 'empty', 'heart', 'torn', 'must', 'have', 'raining', 'night', 'was', 'born', 'afraid', 'tomorrow', 'today', 'they', 'say', 'answer', 'but', 'never', 'came', 'way', 'writing', 'this', 'letter', 'to', 'someone', 'unknown', 'find', 're', 'alone', 'remember']"
1960,39,19,"['thought', 'was', 'before', 'and', 'then', 'moved', 'next', 'door', 'all', 'guys', 'neighborhood', 'keep', 'sayin', 'sure', 'look', 'good', 'with', 'repeat', 'fade']"
1960,40,0,[]
1960,41,35,"['realize', 'way', 'eyes', 'deceived', 'with', 'tender', 'looks', 'mistook', 'take', 'away', 'flowers', 'gave', 'and', 'send', 'kind', 'remind', 'thought', 'would', 'perfect', 'lover', 'seemed', 'full', 'at', 'start', 'big', 'red', 'rose', 's', 'made', 'there', 'is', 'nt', 'any', 'in', 'heart']"
1960,42,87,"['famous', 'day', 'history', 'went', 'riding', 'young', 'man', 'had', 'dream', 'last', 'night', 'about', 'comin', 'fight', 'somebody', 'yelled', 'attack', 'stood', 'arrow', 'back', 'aww', 'bushes', 'moving', 'behind', 'every', 'mind', 'if', 'be', 'excused', 'rest', 'afternoon', 'duck', 'yer', 'head', 'hmm', 'little', 'bit', 'late', 'hooh', 'bet', 'smarts', 'were', 'sure', 'victory', 'as', 'rode', 'but', 'then', 'same', 'listen', 'redskin', 'waitin', 'just', 'fixin', 'take', 'hair', 'coward', 've', 'been', 'called', 'cause', 'wind', 'up', 'dead', 'or', 'bald', 'aw', 'wonder', 'is', 'let', 'see', 'nope', 'durned', 'injuns', 'runnin', 'around', 'like', 'bunch', 'wild', 'indians', 'nah', 'this', 'ai', 'no', 'time', 'jokin', ']']"
1960,43,23,"['could', 'cry', 'watching', 'lovers', 'passing', 'by', 'am', 'kissed', 'lips', 'kiss', 'we', 're', 'apart', 'miss', 'he', 'loves', 'eyes', 'are', 'misting', 's', 'the', 'way', 'loved']"
1960,44,19,"['blues', 'captain', 'to', 'need', 'another', 'on', 'new', 'mud', 'run', 'hip', 'little', 'come', 'here', 'bring', 'around', 'if', 'like', 'job', 'put']"
1960,45,33,"['nimble', 'quick', 'candle', 'stick', 'high', 'above', 'hi', 'cat', 'fiddle', 'cow', 'moon', 'onon', 'way', 'down', 'she', 'met', 'turtle', 'dove', 'said', 'let', 's', 'go', 'rockin', 'went', 'hill', 'to', 'get', 'pail', 'water', 'fell', 'for', 'gave', 'shove']"
